%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=216469, 2013/11/7 22:53:58.69)
1 11 9.623749e-01 1.133958e+00  4.000000000000000000e+01  1.000000000000000000e+11  4.000000000000000000e+11  5.000000000000000000e+11
2 21 8.726661e-01 1.153326e+00  4.000000000000000000e+01  2.000000000000000000e+11  3.500000000000000000e+11  5.000000000000000000e+11
3 31 7.453245e-01 1.162064e+00  4.000000000000000000e+01  1.000000000000000000e+11  3.000000000000000000e+11  5.000000000000000000e+11
4 41 6.907990e-01 1.167470e+00  4.000000000000000000e+01  1.000000000000000000e+11  2.000000000000000000e+11  5.000000000000000000e+11
5 51 5.942410e-01 1.170224e+00  3.100000000000000000e+01  3.100000000000000000e+01  2.500000000000000000e+11  4.000000000000000000e+11
6 61 6.306317e-01 1.227451e+00  4.000000000000000000e+00  4.000000000000000000e+00  2.000000000000000000e+11  3.000000000000000000e+11
