%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=216469, 2013/11/7 22:53:58.69)
1 11  1.000000000000000000e+11 0 0 1.908901e+00 3.380278e+00 1.798066e+00 2.728151e+00 1.373624e+00 1.652026e+00 1.462216e+00 6.197197e+00 
2 21  2.000000000000000000e+11 0 0 1.054500e+00 3.528765e+00 2.238488e+00 4.364430e+00 1.121009e+00 1.743647e+00 2.831093e+00 3.607025e+00 
3 31  1.000000000000000000e+11 0 0 1.787277e+00 2.494656e+00 3.105412e+00 3.427556e+00 1.294836e+00 1.034630e+00 2.094307e+00 4.871868e+00 
4 41  1.000000000000000000e+11 0 0 1.193761e+00 2.742885e+00 2.028503e+00 2.908597e+00 1.951185e+00 2.094201e+00 2.773568e+00 4.485941e+00 
5 51  3.100000000000000000e+01 0 0 1.031699e+00 2.206647e+00 2.431332e+00 3.859144e+00 1.533674e+00 1.864836e+00 3.091100e+00 4.038666e+00 
6 61  4.000000000000000000e+00 0 0 1.870279e+00 2.097831e+00 2.200193e+00 3.663362e+00 1.863708e+00 2.984021e+00 3.724725e+00 4.727993e+00 
