%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=216469, 2013/11/7 22:53:58.69)
1 11 9.623749e-01 1.104630e+00 9.741370e-01 9.741370e-01 9.741370e-01 9.741370e-01 9.753897e-01 9.843225e-01 9.893249e-01 1.029402e+00 1.104630e+00 
2 21 8.726661e-01 1.095112e+00 9.495249e-01 9.495249e-01 9.507165e-01 9.553963e-01 9.627040e-01 9.800743e-01 9.985850e-01 1.021850e+00 1.095112e+00 
3 31 7.453245e-01 1.076339e+00 9.262305e-01 9.262305e-01 9.290752e-01 9.369660e-01 9.563636e-01 9.601973e-01 9.815111e-01 1.039637e+00 1.076339e+00 
4 41 6.907990e-01 1.057922e+00 9.061661e-01 9.061661e-01 9.159190e-01 9.181068e-01 9.404373e-01 9.467458e-01 9.953141e-01 1.044090e+00 1.057922e+00 
5 51 5.942410e-01 1.043286e+00 8.915269e-01 8.915269e-01 8.991987e-01 9.066922e-01 9.226417e-01 9.408659e-01 9.786694e-01 1.028443e+00 1.043286e+00 
6 61 6.306317e-01 1.072214e+00 8.735295e-01 8.735295e-01 8.819721e-01 8.982601e-01 9.128796e-01 9.523168e-01 1.010148e+00 1.011637e+00 1.072214e+00 
